ihbar,olay_turu,oncelik,birim,ilce,mahalle,lat,lon,ihbar_metni
Başakşehir İkitelli Mahallesi Vatan Caddesi Çiçek Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,İtfaiye,Başakşehir,İkitelli,41.099316,28.799671,
"Sarıyer Baltalimanı Mahallesi Atatürk Caddesi 1. Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Orta,İtfaiye,Sarıyer,Baltalimanı,41.186537,29.034645,
Sultanbeyli Battalgazi Mahallesi Kadıköy Caddesi Lale Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Yüksek,Sağlık Ekipleri,Sultanbeyli,Battalgazi,40.982117,29.272897,
"Eyüpsultan Defterdar Mahallesi Taksim Meydanı Atatürk Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Orta,Sağlık Ekipleri,Eyüpsultan,Defterdar,41.068022,28.947518,
Gaziosmanpaşa Bağlarbaşı Mahallesi Beşiktaş Caddesi Karanfil Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Kritik,İGDAŞ,Gaziosmanpaşa,Bağlarbaşı,41.054292,28.901586,
Kadıköy Caferağa Mahallesi Sahil Yolu Orkide Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Kritik,İGDAŞ,Kadıköy,Caferağa,41.012253,29.039179,
"Bahçelievler Cumhuriyet Mahallesi Vatan Caddesi 2. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Kritik,İGDAŞ,Bahçelievler,Cumhuriyet,41.012875,28.872946,
Tuzla Cami Mahallesi Barbaros Bulvarı Gül Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,İtfaiye,Tuzla,Cami,40.823142,29.281031,
"Başakşehir Altınşehir Mahallesi Barbaros Bulvarı Karanfil Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Kritik,İSKİ,Başakşehir,Altınşehir,41.075996,28.810769,
Sancaktepe Meclis Mahallesi Bağdat Caddesi Atatürk Sokak yakınlarında'de apartmanda yangın çıktı. Üst katlarda mahsur kalanlar var.,Bina Yangını,Yüksek,İGDAŞ,Sancaktepe,Meclis,41.000154,29.251117,
Arnavutköy İmrahor Mahallesi Cumhuriyet Caddesi Güneş Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,İtfaiye,Arnavutköy,İmrahor,41.203243,28.747192,
Fatih Balat Mahallesi Sahil Yolu Lale Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Yüksek,İGDAŞ,Fatih,Balat,41.001227,28.930701,
Kağıthane Merkez Mahallesi Kennedy Caddesi Atatürk Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Kritik,Sağlık Ekipleri,Kağıthane,Merkez,41.083522,28.963908,
Sancaktepe Emek Mahallesi Kadıköy Caddesi 2. Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Sancaktepe,Emek,41.013097,29.229249,
Eyüpsultan Defterdar Mahallesi Kartal Caddesi Çiçek Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Kritik,Kurtarma Ekipleri,Eyüpsultan,Defterdar,41.033649,28.916715,
Sarıyer Tarabya Mahallesi Atatürk Caddesi Yunus Emre Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,Yol Bakım ve Altyapı,Sarıyer,Tarabya,41.169167,29.056801,
Çatalca Yalıköy Mahallesi Kennedy Caddesi 3. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Yüksek,Kurtarma Ekipleri,Çatalca,Yalıköy,41.128044,28.461697,
Gaziosmanpaşa Yıldıztabya Mahallesi Mecidiyeköy Yolu Gül Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,İSKİ,Gaziosmanpaşa,Yıldıztabya,41.077204,28.919664,
"Silivri Alibey Mahallesi Barbaros Bulvarı Karanfil Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Yüksek,İGDAŞ,Silivri,Alibey,41.081708,28.239259,
Sultangazi 50. Yıl Mahallesi Halaskargazi Caddesi Yıldız Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Sultangazi,50. Yıl,41.08367,28.867919,
"Eyüpsultan Güzeltepe Mahallesi Sahil Yolu Çiçek Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Kritik,İtfaiye,Eyüpsultan,Güzeltepe,41.065334,28.919523,
Sancaktepe Yenidoğan Mahallesi Kadıköy Caddesi Fatih Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,AFAD,Sancaktepe,Yenidoğan,41.004283,29.229867,
Ümraniye Armağanevler Mahallesi Kennedy Caddesi Fatih Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Kritik,Trafik Ekipleri,Ümraniye,Armağanevler,41.017777,29.109037,
"Bahçelievler Soğanlı Mahallesi Büyükdere Caddesi Lale Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,İtfaiye,Bahçelievler,Soğanlı,41.012466,28.852978,
Sarıyer Maslak Mahallesi Vatan Caddesi Mimar Sinan Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Kritik,AFAD,Sarıyer,Maslak,41.169049,29.056722,
"Ümraniye Armağanevler Mahallesi Taksim Meydanı Çiçek Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Kritik,İtfaiye,Ümraniye,Armağanevler,41.031184,29.11973,
Bakırköy Yeşilköy Mahallesi Cumhuriyet Caddesi 2. Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Yüksek,Yol Bakım ve Altyapı,Bakırköy,Yeşilköy,40.968775,28.895105,
Ümraniye Armağanevler Mahallesi Vatan Caddesi 5. Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,AFAD,Ümraniye,Armağanevler,41.020255,29.117659,
Esenler Tuna Mahallesi Barbaros Bulvarı Çiçek Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Kritik,AFAD,Esenler,Tuna,41.044019,28.860161,
Maltepe Bağlarbaşı Mahallesi Bağdat Caddesi Lale Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Yüksek,Trafik Ekipleri,Maltepe,Bağlarbaşı,40.924839,29.11654,
Beykoz Kavacık Mahallesi Taksim Meydanı 2. Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Beykoz,Kavacık,41.14787,29.105089,
Arnavutköy Haraççı Mahallesi Atatürk Caddesi 3. Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Kritik,Sağlık Ekipleri,Arnavutköy,Haraççı,41.183593,28.725716,
Fatih Balat Mahallesi Beşiktaş Caddesi Atatürk Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Kritik,Kurtarma Ekipleri,Fatih,Balat,41.021813,28.957869,
Başakşehir İkitelli Mahallesi Kartal Caddesi Mimar Sinan Sokak yakınlarında'de yoğun kar yağışı nedeniyle yollar kapandı. Araçlar mahsur kaldı.,Kar Fırtınası,Orta,AFAD,Başakşehir,İkitelli,41.079934,28.783575,
Şile Sofular Mahallesi Barbaros Bulvarı Güneş Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Yüksek,İtfaiye,Şile,Sofular,41.16551,29.61031,
Eyüpsultan Güzeltepe Mahallesi Beşiktaş Caddesi 5. Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Yüksek,İtfaiye,Eyüpsultan,Güzeltepe,41.060979,28.940456,
"Esenler Atışalanı Mahallesi Beşiktaş Caddesi 1. Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Orta,AFAD,Esenler,Atışalanı,41.03368,28.889663,
Maltepe Cevizli Mahallesi Kennedy Caddesi 4. Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Kritik,Yol Bakım ve Altyapı,Maltepe,Cevizli,40.919758,29.137953,
Sarıyer Rumeli Feneri Mahallesi İstiklal Caddesi 5. Sokak yakınlarında'de otobüs kazası yaşandı. Ambulans ve itfaiye acil gerekli.,Trafik Kazası,Kritik,Sağlık Ekipleri,Sarıyer,Rumeli Feneri,41.16704,29.030729,
Beykoz Anadolu Hisarı Mahallesi Vatan Caddesi Lale Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Yüksek,Trafik Ekipleri,Beykoz,Anadolu Hisarı,41.119498,29.091832,
Sarıyer Tarabya Mahallesi Beşiktaş Caddesi Lale Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Orta,Sağlık Ekipleri,Sarıyer,Tarabya,41.15319,29.063254,
Beşiktaş Dikilitaş Mahallesi Mecidiyeköy Yolu Orkide Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Yüksek,İtfaiye,Beşiktaş,Dikilitaş,41.061784,29.013824,
Beylikdüzü Büyükşehir Mahallesi Kartal Caddesi Menekşe Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Kritik,İtfaiye,Beylikdüzü,Büyükşehir,40.994714,28.651185,
Şile Sahilköy Mahallesi Kadıköy Caddesi Papatya Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Yüksek,Metro İstanbul,Şile,Sahilköy,41.188276,29.62485,
Eyüpsultan Nişanca Mahallesi Bağdat Caddesi Mimar Sinan Sokak yakınlarında bölgesinde fabrikada büyük yangın var. Birden fazla itfaiye ekibi gerekli.,Bina Yangını,Kritik,İGDAŞ,Eyüpsultan,Nişanca,41.064047,28.924703,
Ümraniye Armağanevler Mahallesi Vatan Caddesi Atatürk Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,AFAD,Ümraniye,Armağanevler,41.032085,29.133919,
Beylikdüzü Cumhuriyet Mahallesi İstiklal Caddesi 3. Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Orta,İtfaiye,Beylikdüzü,Cumhuriyet,40.988982,28.626047,
Sarıyer Baltalimanı Mahallesi Kennedy Caddesi Fatih Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,İtfaiye,Sarıyer,Baltalimanı,41.174543,29.035552,
"Kadıköy Moda Mahallesi Büyükdere Caddesi Lale Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Yüksek,AFAD,Kadıköy,Moda,40.994652,29.036789,
Arnavutköy Anadolu Mahallesi Atatürk Caddesi Orkide Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,AFAD,Arnavutköy,Anadolu,41.180093,28.745056,
"Tuzla Aydınlı Mahallesi Vatan Caddesi Lale Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Tuzla,Aydınlı,40.808351,29.280063,
"Şişli Bomonti Mahallesi Mecidiyeköy Yolu Çiçek Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Yüksek,Orman Bölge Müdürlüğü,Şişli,Bomonti,41.078336,28.989463,
Beşiktaş Dikilitaş Mahallesi Mecidiyeköy Yolu Karanfil Sokak yakınlarında'de apartmanda yangın çıktı. Üst katlarda mahsur kalanlar var.,Bina Yangını,Kritik,İGDAŞ,Beşiktaş,Dikilitaş,41.052893,29.003684,
"Esenler Davutpaşa Mahallesi Atatürk Caddesi 3. Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Orta,Yol Bakım ve Altyapı,Esenler,Davutpaşa,41.045441,28.88814,
Pendik Velibaba Mahallesi Halaskargazi Caddesi Çiçek Sokak yakınlarında'de apartmanda yangın çıktı. Üst katlarda mahsur kalanlar var.,Bina Yangını,Kritik,İtfaiye,Pendik,Velibaba,40.884742,29.251344,
Beşiktaş Arnavutköy Mahallesi Kennedy Caddesi Mimar Sinan Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Beşiktaş,Arnavutköy,41.038929,29.022016,
Çatalca Kestanelik Mahallesi Atatürk Caddesi 2. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Çatalca,Kestanelik,41.134829,28.473374,
Kağıthane Hamidiye Mahallesi Barbaros Bulvarı Fatih Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Kritik,İtfaiye,Kağıthane,Hamidiye,41.090983,28.961394,
Şişli Fulya Mahallesi Barbaros Bulvarı Yunus Emre Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Yüksek,Sağlık Ekipleri,Şişli,Fulya,41.051951,28.971804,
Ümraniye Çakmak Mahallesi Taksim Meydanı 3. Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Yüksek,Sağlık Ekipleri,Ümraniye,Çakmak,41.014585,29.125773,
Beyoğlu Cihangir Mahallesi Beşiktaş Caddesi 3. Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Orta,AFAD,Beyoğlu,Cihangir,41.037523,28.986996,
"Sancaktepe Abdurrahman Gazi Mahallesi Halaskargazi Caddesi Çiçek Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Yüksek,İSKİ,Sancaktepe,Abdurrahman Gazi,40.98944,29.239107,
"Maltepe Küçükyalı Mahallesi Taksim Meydanı 3. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Kritik,BEDAŞ,Maltepe,Küçükyalı,40.929481,29.140123,
Başakşehir Kayabaşı Mahallesi Millet Caddesi Orkide Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,AFAD,Başakşehir,Kayabaşı,41.112321,28.782137,
Bakırköy Florya Mahallesi Millet Caddesi Atatürk Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Kritik,İGDAŞ,Bakırköy,Florya,40.970483,28.881675,
Sancaktepe Emek Mahallesi Taksim Meydanı Çiçek Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Yüksek,İSKİ,Sancaktepe,Emek,41.012421,29.252002,
Tuzla Cami Mahallesi Kennedy Caddesi Papatya Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Yüksek,AFAD,Tuzla,Cami,40.825172,29.317093,
Bakırköy Bahçelievler Mahallesi Halaskargazi Caddesi Orkide Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Yüksek,AFAD,Bakırköy,Bahçelievler,40.993515,28.858251,
Sarıyer Tarabya Mahallesi İstiklal Caddesi Çiçek Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,İtfaiye,Sarıyer,Tarabya,41.159072,29.069984,
"Fatih Eminönü Mahallesi Sahil Yolu Çiçek Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Kritik,İGDAŞ,Fatih,Eminönü,41.016599,28.946904,
Ümraniye Namık Kemal Mahallesi Atatürk Caddesi Gül Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,AFAD,Ümraniye,Namık Kemal,41.017424,29.108865,
Gaziosmanpaşa Mevlana Mahallesi Kennedy Caddesi Çiçek Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Gaziosmanpaşa,Mevlana,41.056724,28.922102,
Tuzla Aydınlı Mahallesi Barbaros Bulvarı Lale Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Kurtarma Ekipleri,Tuzla,Aydınlı,40.803548,29.304979,
"Kadıköy Fenerbahçe Mahallesi Atatürk Caddesi Karanfil Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Yüksek,AFAD,Kadıköy,Fenerbahçe,40.998745,29.038378,
Tuzla Cami Mahallesi Kennedy Caddesi Fatih Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Kritik,İtfaiye,Tuzla,Cami,40.806495,29.312294,
Kartal Uğur Mumcu Mahallesi Kadıköy Caddesi Fatih Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,Sağlık Ekipleri,Kartal,Uğur Mumcu,40.888878,29.179208,
Sultangazi 75. Yıl Mahallesi Mecidiyeköy Yolu Mimar Sinan Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,Yol Bakım ve Altyapı,Sultangazi,75. Yıl,41.102466,28.859465,
Maltepe Altıntepe Mahallesi Atatürk Caddesi 1. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,Yol Bakım ve Altyapı,Maltepe,Altıntepe,40.952415,29.144167,
Başakşehir Bahçeşehir 1. Kısım Mahallesi Barbaros Bulvarı Fatih Sokak yakınlarında'de otobüs kazası yaşandı. Ambulans ve itfaiye acil gerekli.,Trafik Kazası,Yüksek,Trafik Ekipleri,Başakşehir,Bahçeşehir 1. Kısım,41.113739,28.799773,
Şile Kumbaba Mahallesi Vatan Caddesi Menekşe Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,AFAD,Şile,Kumbaba,41.178934,29.594746,
Tuzla Aydınlı Mahallesi Bağdat Caddesi 5. Sokak yakınlarında'de şiddetli yağış sonrası heyelan riski oluştu. Bölge boşaltılmalı.,Heyelan,Yüksek,Yol Bakım ve Altyapı,Tuzla,Aydınlı,40.802057,29.290579,
"Sultangazi 50. Yıl Mahallesi Büyükdere Caddesi 3. Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Kritik,Sağlık Ekipleri,Sultangazi,50. Yıl,41.102129,28.849641,
"Bakırköy Bahçelievler Mahallesi Bağdat Caddesi 4. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Orta,İGDAŞ,Bakırköy,Bahçelievler,40.976828,28.896672,
Şile Kumbaba Mahallesi Atatürk Caddesi Güneş Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Yüksek,Yol Bakım ve Altyapı,Şile,Kumbaba,41.157157,29.621344,
Şile Balibey Mahallesi Sahil Yolu 2. Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Orta,BEDAŞ,Şile,Balibey,41.1621,29.632425,
Şile Sahilköy Mahallesi Kartal Caddesi 1. Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Yüksek,İtfaiye,Şile,Sahilköy,41.174596,29.593465,
"Arnavutköy Yeşilbayır Mahallesi Cumhuriyet Caddesi Fatih Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Yüksek,İSKİ,Arnavutköy,Yeşilbayır,41.173921,28.739524,
"Çekmeköy Çatalmeşe Mahallesi Beşiktaş Caddesi Lale Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Orta,İSKİ,Çekmeköy,Çatalmeşe,41.046166,29.156388,
Kadıköy Erenköy Mahallesi Sahil Yolu 5. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Kadıköy,Erenköy,40.978757,29.03532,
Beyoğlu Kasımpaşa Mahallesi Halaskargazi Caddesi Mimar Sinan Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Kritik,Sağlık Ekipleri,Beyoğlu,Kasımpaşa,41.025294,28.970002,
Pendik Kaynarca Mahallesi Sahil Yolu Yunus Emre Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Yüksek,İtfaiye,Pendik,Kaynarca,40.870271,29.24448,
"Çekmeköy Çatalmeşe Mahallesi Vatan Caddesi Karanfil Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Orta,İGDAŞ,Çekmeköy,Çatalmeşe,41.035623,29.155695,
Başakşehir Güvercintepe Mahallesi Mecidiyeköy Yolu Yunus Emre Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Kritik,İGDAŞ,Başakşehir,Güvercintepe,41.111248,28.812916,
